Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
track-gr.winpqc.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
thaihouseliving.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
naofiquedeforadessamega.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
vrl.to,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
villasakuraubud.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
printerparts.co.ke,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
putlocker.is,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
livraisonspeed01.cloudaccess.host,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
wavesetholdings.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
thankyoufitzpatrick.com,0,0,1,8,0,0,0,0,1,1,1,1,0,0,1,0,1
apple.com.id-apple.co,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
taijishentie.com,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1
apuwa.com,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
vk.cc,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
nicolacirilli.it,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
videosfacebook.today,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
yrcpi5xiyk5p6jjyzy3zhybgy6vsiymp4wrfptss3xqpcadpdtgq.litepages.googlezip.net,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
art-sticker.fr,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0,1
hdfcbank.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
screencast.com,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
yetpack.com,0,0,1,5,0,0,0,0,0,1,0,1,0,1,1,0,1
inntenlena.ml,0,0,1,2,1,0,0,0,0,1,1,1,1,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
dongsuh.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ringring.vn,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
theingredients.net,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
mijn-sns-online-verificatie.xyz,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
geonetc.net,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
dhlaexpdeliver.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
ojnw.app.link,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
bestchange.ru.btc-ex.buzz,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,1,0
tunein.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
psf.my,0,0,1,6,0,0,0,0,1,1,1,1,1,0,1,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0
likemag.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
io9.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
ebay.de.phodo.vn,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
bajer.info.pl,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
alertasynotificaciioness-bancolombia.zz.com.ve,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
olx.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
steamev.gq,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
ourstaf.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
betasus-giir.blogspot.com,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
ltaucard.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
bgmedia.at,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
pattiturner.com,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0,1
shopbundlebee.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
paxful-service.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
starlingintlbnk.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1
lehmanwest.typeform.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
labanuepostale.yj.fr,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1
mytanfarma.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
lz5.1ee.myftpupload.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
kentridge.lk,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
a0433638.xsph.ru,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
paypal-unusual-activites-detected-verification-pending.pypaal.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
alertastelecredito.site,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
35.188.36.185,1,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
sofe-firma.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
authorcheck.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
advonationusa.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
maybank2u.com.my,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
newsletter9707fb85e61e055593f03a43ab.dns-cloud.net,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
shareba.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
betaalpas-omgevingskeuze.info,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
vergaralandscaping.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
caribconnectlaw.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
bcpzonasegurabeta.viabcp.com.rcginsurance.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
bit.ly,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
lakshmipurmachinery.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
web.de,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
viajantecronica.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
lunaclothing-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
wvk12-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
gueriniarmi.it,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
kuota-gratis.vcd.ng,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
todosprodutos.com.br,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1
olx.co.id,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0
c7d5c37a-d73e-4f73-9a99-c6a504a53cbd.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
saatsaat.com,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
olx.ua,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0
lycroproducts-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
fazenda.gov.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
personaszonasegvra1bnonline.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
detes.sk,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
onedio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
bombae.be,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1
online-microsofts.dns.navy,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,1
alvorkitecenter.com,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
kotaku.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
bestydecor.com,0,0,1,5,0,0,0,0,0,0,0,1,1,1,1,1,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
dengemuhasebe.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
unlockghana.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
budgetbots.com,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
nametests.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
personalpiscinas.net.br,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
frysconstucttehe.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
gizmodo.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
pd-iskra-lj.si,0,0,1,5,0,0,0,1,0,0,0,1,1,0,1,0,1
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
blacksheepeventi.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
abc.go.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
sportbeclick.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
mynewsplanet.com,0,0,1,6,0,0,1,0,0,1,1,1,0,0,1,0,1
sattvagroupexotic.in,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
depositphotos.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
ringring.vn,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
gamingakhada.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
via.bcpsms.vip,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
elitedaily.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
thenextweb.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
saalik.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
sastaservices.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
sloaneandhyde.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
sites.google.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
diply.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
irs-pay.us,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
000webhostvk.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
amigos.com.pt,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
redal.company,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
xn--72ca8ce9ah4dwbp9a8jnd.com,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,1
web.de,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
alhaqimpex.com,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
forms.gle,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
weboutlookstorageaccess.activehosted.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
manage.account.service.verfcintrnappsxid.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
gov.uk,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
useablevarex.com,0,0,1,5,0,0,1,0,0,1,0,1,1,1,1,1,1
elitedaily.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
puntopet.com.ru,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
paullemmerick.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
shopytricks.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
mail2.mclink.it,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
feelio.cc,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
meljackson.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
olx.ro,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
microsoftmail.moonfruit.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
deadspin.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
hindikavikssoni.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
boomcup.icu,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
any-connect.com,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
185.224.130.67,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
matchcom.js-freedom.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
genius.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
slickdeals.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
rkgreany-seg3-2.kk.sopqa.arg.r.de.a2ip.ru,0,0,1,6,0,0,0,1,0,0,0,1,0,1,1,0,1
torrentdn.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
schaaf.ch.net2care.com,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
pompanogroup.com,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
kortalankar.se,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
lz5.1ee.myftpupload.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
censor.net.ua,0,0,1,14,0,0,0,0,0,1,0,1,0,0,1,0,0
tune.pk,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
acessoriamente.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
asting.cz,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
cn.479mbx.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1
olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
caixa.gov.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,1,0
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
atefnet.com,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
persianblog.ir,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
ww1.prominentlygifts.loan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
turkmcse.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
kianpelleh.com,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1
facebook.com.twostartraders.com.np,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
nationwide-com.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
atxr.000webhostapp.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
ahrefs.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,0
techcrunch.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
sparkpassedecom.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
alternanetworks-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
kbimperial.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
hubpages.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
b77541k0.beget.tech,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
mashable.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
kisa.link,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
columbiaps-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,0,0,1,0,1
jezebel.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0
allegro.pl,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
ktpn.kalisz.pl,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
infopublishersassociation.com,0,0,1,8,0,0,0,0,0,1,0,1,1,0,1,0,1
xhamster.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
planwise.co.za,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,1
myparc.sharepoint.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
pennysolvers.co.uk,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0
ig-fosa.ch,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,0,1
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
madrugadaolanches.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
advonationusa.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
r7vfe.csb.app,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
wilsonvaluation602-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
xvideo-jp.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
edoism.com,0,0,0,4,0,0,0,0,1,1,1,1,0,0,1,0,1
censor.net.ua,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
himado.in,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
arturana.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
solutionsksa.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
ec88187521db297de8d18531d972cb5f4f0a47af.000webhostapp.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
blog.cellprofiler.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
plarium.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
fb-recovery-10000076902-it.tk,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
therockacc.org,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
hamt.jp,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,1
